"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
9.710990375E0,1.756667304E-1,-1.457281823E-1,7.375764070E-1,7.720844899E-1
9.720919375E0,1.514604270E-1,-1.904824054E-1,5.662636596E-1,6.163427130E-1
9.730849375E0,4.577141941E-2,-1.626428615E-1,3.419011711E-1,3.813713859E-1
9.740778375E0,-8.911858320E-2,-1.269546732E-1,1.549591085E-1,2.192531328E-1
9.750707375E0,-1.191142148E-1,-5.920671299E-2,-2.741525531E-2,1.358132072E-1
9.760637375E0,-9.046051919E-2,1.581277147E-2,-2.095121688E-1,2.287542309E-1
9.770566375E0,-7.518583775E-2,-2.840431184E-2,-2.379623812E-1,2.511688874E-1
9.780496375E0,-6.082624555E-2,-1.137895940E-1,-7.879298508E-2,1.511827978E-1
9.790425375E0,-9.951961040E-4,-1.014565737E-1,1.846723196E-1,2.107090230E-1
9.800355375E0,2.648203969E-3,-7.131541952E-2,4.243996829E-1,4.303579822E-1
9.810284375E0,5.467438996E-2,-1.103306736E-1,5.487161654E-1,5.623624958E-1
9.820214375E0,6.807971656E-2,-1.227738409E-1,4.927512950E-1,5.123593490E-1
9.830143375E0,6.185184717E-2,-5.806022018E-2,3.218634939E-1,3.328554474E-1
9.840072375E0,4.602401912E-2,-2.557864487E-3,4.985686898E-2,6.790037107E-2
9.850002375E0,-2.016470790E-2,2.694060758E-2,-2.827491295E-1,2.847445909E-1
9.859931375E0,-6.616592288E-2,1.169899213E-1,-5.478080928E-1,5.640552080E-1
9.869861375E0,-5.663613081E-3,1.424155884E-1,-6.466058645E-1,6.621279486E-1
9.879790375E0,8.371926427E-2,7.466404684E-2,-5.571972594E-1,5.683770060E-1
9.889720375E0,1.177342719E-1,-2.546031184E-2,-3.426787046E-1,3.632330943E-1
9.899649375E0,8.438643157E-2,-5.789313599E-2,-6.880944908E-2,1.233183900E-1
9.909578375E0,-3.194450855E-2,-6.957265690E-2,1.350344288E-1,1.552259746E-1
9.919508375E0,-1.419312197E-1,-1.068743844E-1,2.243471396E-1,2.861786928E-1
9.929437375E0,-2.456327587E-1,-1.089062919E-1,2.884916800E-1,3.942378496E-1
9.939367375E0,-2.492200255E-1,-4.030639239E-2,3.041351746E-1,3.952637484E-1
9.949296375E0,-2.385552889E-1,-1.504685931E-2,2.115357439E-1,3.191902329E-1
9.959226375E0,-1.441034603E-1,-4.957898006E-2,3.832557499E-2,1.571392129E-1
9.969155375E0,-3.149895072E-3,-7.942112222E-2,-1.762339103E-1,1.933288071E-1
9.979085375E0,5.940888047E-2,-1.483989711E-1,-3.145749396E-1,3.528584168E-1
9.989014375E0,1.501436341E-1,-1.805146569E-1,-3.344847089E-1,4.086669459E-1
9.998943375E0,2.161008114E-1,-9.995800540E-2,-2.955814290E-1,3.795517681E-1
1.000887338E1,2.414245176E-1,-2.467254572E-2,-2.404060788E-1,3.415986168E-1
1.001880238E1,3.390724343E-1,8.150287718E-4,-1.351294461E-1,3.650078728E-1
1.002873238E1,6.492438358E-1,1.776084445E-2,-2.390297905E-2,6.499264253E-1
1.003866138E1,1.049938906E0,-1.213363029E-2,-5.465757921E-2,1.051430636E0
1.004859138E1,1.528045850E0,-4.061147086E-2,-1.337284532E-1,1.534423902E0
1.005852038E1,2.033003792E0,-4.879640333E-2,-2.570976868E-1,2.049776751E0
1.006844938E1,2.321387883E0,5.486807898E-3,-3.657522561E-1,2.350031175E0
1.007837938E1,2.798100851E0,1.676966831E-2,-4.885737517E-1,2.840484801E0
1.008830912E1,3.382586773E0,-1.297992705E-1,-1.042417633E0,3.541945179E0
1.009823912E1,3.820812197E0,-1.569861920E-1,-1.336310678E0,4.050799519E0
1.010816812E1,4.393582054E0,-3.995227039E-2,-1.682848545E0,4.705012080E0
1.011809812E1,5.158678527E0,2.073267719E-1,-1.965328118E0,5.524261322E0
1.012802712E1,6.115043857E0,3.162346718E-1,-2.146426327E0,6.488521536E0
1.013795712E1,7.192410298E0,2.053697088E-1,-2.358089687E0,7.571890753E0
1.014788612E1,8.336121587E0,-1.400525093E-2,-2.516867612E0,8.707797760E0
1.015781512E1,9.551868818E0,-1.305146773E-1,-2.667182277E0,9.918119443E0
1.016774512E1,1.082848439E1,-2.194172790E-1,-2.723021432E0,1.116776898E1
1.017767412E1,1.230730604E1,-2.589898458E-1,-2.727715285E0,1.260861961E1
1.018760412E1,1.359874782E1,-4.943774056E-1,-2.491654418E0,1.383396881E1
1.019753312E1,1.412563341E1,-7.324824589E-1,-1.999791607E0,1.428527970E1
1.020746312E1,1.442448694E1,-4.213988187E-1,-1.250482762E0,1.448471979E1
1.021739212E1,1.428929463E1,1.311565554E-1,-5.397588158E-1,1.430008681E1
1.022732112E1,1.331477428E1,-3.677284688E-2,-4.909959608E-1,1.332387494E1
1.023725112E1,1.193475421E1,-1.111474273E0,-1.116585470E0,1.203829291E1
1.024718012E1,9.591994750E0,-2.349555383E0,-3.016674449E0,1.032603983E1
1.025711012E1,5.258853611E0,-3.621740817E0,-5.554329790E0,8.463044798E0
1.026703912E1,-1.774350454E0,-5.164328692E0,-7.267915394E0,9.090720793E0
1.027696912E1,-9.357513217E0,-7.569670898E0,-6.889409337E0,1.386819859E1
1.028689812E1,-1.492914258E1,-8.582621487E0,-2.440872227E0,1.739248536E1
1.029682812E1,-1.687668522E1,-6.398177733E0,4.360946112E0,1.856817259E1
1.030675712E1,-1.627673517E1,-3.635012827E0,1.213486464E1,2.062523614E1
1.031668612E1,-1.710293154E1,-1.285290506E0,1.870021544E1,2.537440238E1
1.032661612E1,-2.618120746E1,-3.771301191E0,1.300010754E1,2.947339704E1
1.033654512E1,-3.283466995E1,-5.186397838E0,1.239466695E1,3.547734548E1
1.034647512E1,-3.240478266E1,-1.897628178E0,1.142424316E1,3.441197849E1
1.035640412E1,-2.920598849E1,5.577921405E-1,1.084054018E1,3.115795576E1
1.036633412E1,-2.316718297E1,1.030694550E0,9.894353102E0,2.521267382E1
1.037626312E1,-1.714160268E1,6.729009394E-1,7.968497198E0,1.891518664E1
1.038619212E1,-1.161337018E1,1.037055078E0,5.602885069E0,1.293592561E1
1.039612212E1,-7.296039332E0,1.502152332E0,3.734638564E0,8.332837258E0
1.040605112E1,-5.017846584E0,1.502866862E0,2.016276662E0,5.612732376E0
1.041598112E1,-3.991361445E0,1.164210165E0,1.939231995E-1,4.162205869E0
1.042591012E1,-3.552824364E0,5.764052166E-1,-1.154314045E0,3.779847199E0
1.043584012E1,-3.245684159E0,2.025366049E-1,-1.674213085E0,3.657659933E0
1.044576912E1,-3.564748006E0,7.247375295E-2,-1.789584205E0,3.989397500E0
1.045569812E1,-4.400195839E0,4.585304654E-1,-1.860265347E0,4.799225018E0
1.046562812E1,-4.200464893E0,1.095720924E0,-1.640929564E0,4.640814529E0
1.047555712E1,-2.692595446E0,1.388752894E0,-1.221459522E0,3.266598873E0
1.048548712E1,-3.705082351E-1,1.067919606E0,-7.736629370E-1,1.369774791E0
1.049541612E1,2.079435362E0,4.297751744E-1,-3.427890708E-1,2.150874816E0
1.050534612E1,4.233349634E0,-3.119531943E-1,-9.817153484E-2,4.245962973E0
1.051527512E1,6.218619681E0,-1.004906429E0,-1.560307570E-1,6.301223156E0
1.052520512E1,7.728566644E0,-1.472475520E0,-4.943886615E-1,7.883105142E0
1.053513412E1,8.718393250E0,-1.805747517E0,-9.508107671E-1,8.954057520E0
1.054506312E1,9.157896876E0,-1.965892228E0,-1.194056985E0,9.442329137E0
1.055499312E1,8.902807415E0,-1.926167561E0,-1.243623247E0,9.193296478E0
1.056492212E1,8.324628884E0,-1.465117530E0,-1.306215937E0,8.552906846E0
1.057485212E1,7.558605627E0,-9.549451871E-1,-1.370276277E0,7.740936404E0
1.058478112E1,6.580291019E0,-6.940153813E-1,-1.357060400E0,6.754517020E0
1.059471112E1,5.671648325E0,-6.905754644E-1,-1.325429887E0,5.865258185E0
1.060464012E1,5.446403053E0,-6.650861357E-1,-1.218493376E0,5.620531282E0
1.061456913E1,5.495510893E0,-5.734533960E-1,-1.081505685E0,5.630199226E0
1.062449912E1,5.646014131E0,-7.480214345E-1,-9.828152096E-1,5.779527435E0
1.063442813E1,5.837948985E0,-9.790773770E-1,-1.170562434E0,6.034107828E0
1.064435812E1,5.643274126E0,-1.091875137E0,-1.591311554E0,5.964143412E0
1.065428713E1,5.002291821E0,-1.169904622E0,-1.774464474E0,5.435101145E0
1.066421712E1,3.969392871E0,-1.080585479E0,-1.644088961E0,4.430211423E0
1.067414613E1,2.770918899E0,-7.873376741E-1,-1.313113751E0,3.165779506E0
1.068407513E1,1.796777449E0,-3.536473502E-1,-8.458026677E-1,2.017140997E0
1.069400513E1,9.885220921E-1,-5.644609630E-2,-2.416971441E-1,1.019205376E0
1.070393413E1,1.989018112E-1,1.509767161E-1,2.170590238E-1,3.308632938E-1
1.071386413E1,-2.057646883E-1,3.487779352E-1,3.683207917E-1,5.473987218E-1
1.072379313E1,-1.055679703E-1,2.809193896E-1,3.911910063E-1,4.930422935E-1
1.073372313E1,2.899242479E-1,-1.232043421E-1,2.404030091E-1,3.962688307E-1
1.074365213E1,8.093289059E-1,-5.990330641E-1,-1.519705966E-2,1.007017796E0
1.075358213E1,1.075322254E0,-8.738891834E-1,-1.693476444E-1,1.395950887E0
1.076351113E1,9.403164768E-1,-8.920702234E-1,-6.896206141E-3,1.296160452E0
1.077344013E1,7.141508532E-1,-5.810353343E-1,4.225126402E-1,1.012980963E0
1.078337013E1,3.333468407E-1,-2.462180650E-1,8.414049768E-1,9.379263227E-1
1.079329913E1,-3.597604680E-1,4.383409068E-2,9.535436095E-1,1.020095308E0
1.080322913E1,-1.008116696E0,4.458573563E-1,8.203197710E-1,1.374049702E0
1.081315813E1,-1.387500420E0,8.315225977E-1,5.874446136E-1,1.720952765E0
1.082308813E1,-1.301671481E0,1.034984068E0,-6.154092148E-2,1.664129787E0
1.083301713E1,-9.210744596E-1,8.552213627E-1,-8.376551574E-1,1.510446259E0
1.084294713E1,-4.670399183E-1,5.455879050E-1,-1.449945760E0,1.618065250E0
1.085287613E1,-1.023964405E-2,3.234207536E-1,-1.723437724E0,1.753551659E0
1.086280513E1,4.355649412E-1,1.075088073E-1,-1.626221185E0,1.686970748E0
1.087273513E1,6.066076934E-1,-1.927253973E-1,-1.247704896E0,1.400672510E0
1.088266413E1,3.531536990E-1,-4.523717393E-1,-6.184784183E-1,8.437258320E-1
1.089259413E1,-1.635577315E-1,-4.411876237E-1,1.795220920E-1,5.036127802E-1
1.090252313E1,-7.536353463E-1,-2.982369420E-1,9.546994579E-1,1.252342830E0
1.091245313E1,-1.145424523E0,-1.246795946E-1,1.704573875E0,2.057453386E0
1.092238213E1,-1.383153600E0,1.297837754E-1,1.863070841E0,2.324003156E0
1.093231113E1,-1.474609315E0,3.102792826E-1,1.375084442E0,2.040000757E0
1.094224113E1,-1.182893481E0,3.779290827E-1,6.752599986E-1,1.413521646E0
1.095217013E1,-5.185264063E-1,3.666135509E-1,-2.088550879E-1,6.685024888E-1
1.096210013E1,1.997911727E-1,2.489003290E-1,-9.582348306E-1,1.009991028E0
1.097202913E1,7.384805328E-1,4.143103123E-2,-1.262211692E0,1.462958777E0
1.098195913E1,1.354395824E0,-2.260893175E-1,-1.358470749E0,1.931565998E0
1.099188813E1,1.634293851E0,-4.500805078E-1,-1.269826375E0,2.118005637E0
1.100181813E1,1.307347373E0,-5.408920062E-1,-8.288885732E-1,1.639749244E0
1.101174713E1,6.394386399E-1,-3.586103207E-1,-1.692150588E-1,7.524073846E-1
1.102167613E1,2.219310701E-2,-1.195125563E-1,4.447852693E-1,4.610962166E-1
1.103160613E1,-5.054093474E-1,6.672593996E-2,9.026754646E-1,1.036684115E0
1.104153513E1,-9.929653913E-1,1.952649893E-1,1.093559135E0,1.489959820E0
1.105146513E1,-1.102964966E0,2.219575287E-1,9.104698031E-1,1.447325853E0
1.106139413E1,-9.679229361E-1,1.452812357E-1,4.265372787E-1,1.067668253E0
1.107132413E1,-5.952822214E-1,4.476277471E-2,-1.593904209E-1,6.178753397E-1
1.108125300E1,3.222517490E-2,3.136914253E-2,-6.555769551E-1,6.571176676E-1
1.109118200E1,5.650538707E-1,1.262998581E-3,-9.298821205E-1,1.088103042E0
1.110111200E1,9.991388816E-1,-4.350211501E-2,-9.508081359E-1,1.379930089E0
1.111104100E1,1.175586215E0,-2.259622867E-1,-7.736741929E-1,1.425353872E0
1.112097100E1,1.001402339E0,-4.015480332E-1,-2.964655280E-1,1.118900923E0
1.113090000E1,7.175001383E-1,-2.993043512E-1,2.803026545E-1,8.264134082E-1
1.114083000E1,2.516015965E-1,-1.481858401E-1,7.578703384E-1,8.121760009E-1
1.115075900E1,-3.349413764E-1,-1.850430331E-1,9.994850367E-1,1.070232212E0
1.116068900E1,-8.107398391E-1,-2.302966815E-1,9.842062622E-1,1.295761404E0
1.117061800E1,-9.254949546E-1,-2.743411258E-2,7.142433853E-1,1.169374685E0
1.118054700E1,-8.024642748E-1,1.771449065E-1,2.589679188E-1,8.616226628E-1
1.119047700E1,-5.544037521E-1,2.171929251E-1,-1.760948928E-1,6.209232628E-1
1.120040600E1,-1.353794146E-1,1.129326846E-1,-4.744496562E-1,5.061460791E-1
1.121033600E1,3.011742908E-1,-3.264734387E-2,-5.345688272E-1,6.144392838E-1
1.122026500E1,7.362071353E-1,-1.511870697E-1,-4.263111377E-1,8.640599876E-1
1.123019500E1,9.318900543E-1,-2.567057772E-1,-1.324062516E-1,9.756271547E-1
1.124012400E1,7.594252592E-1,-2.709696212E-1,2.923578590E-1,8.576854772E-1
1.125005300E1,3.474713749E-1,-1.945513366E-1,5.957036595E-1,7.165538562E-1
1.125998300E1,-1.033086061E-2,-7.106735140E-2,7.177603394E-1,7.213440233E-1
1.126991200E1,-2.914363378E-1,1.742850333E-2,7.245267373E-1,7.811388384E-1
1.127984200E1,-3.953092003E-1,1.293331012E-1,5.970106584E-1,7.276112569E-1
1.128977100E1,-3.123062199E-1,1.797154887E-1,3.286031409E-1,4.876605952E-1
1.129970100E1,-8.113479495E-2,2.135897246E-1,-6.712179646E-2,2.381360136E-1
1.130963000E1,1.108252019E-1,1.713696116E-1,-4.841354227E-1,5.253921171E-1
1.131956000E1,5.622156322E-2,1.374711098E-1,-7.744445635E-1,7.885578940E-1
1.132948900E1,-1.011182392E-1,2.215995330E-1,-8.418978971E-1,8.764264490E-1
1.133941800E1,-2.505181074E-1,3.229189163E-1,-6.000805928E-1,7.260390255E-1
1.134934800E1,-3.500733858E-1,4.277760114E-1,-1.090056945E-1,5.634056557E-1
1.135927700E1,-3.165355110E-1,4.826489143E-1,4.340182064E-1,7.221609985E-1
1.136920700E1,-1.897678757E-1,5.652592541E-1,8.167365973E-1,1.011231200E0
1.137913600E1,-8.169554293E-2,7.428783698E-1,7.941973351E-1,1.090546579E0
1.138906600E1,6.790371537E-3,7.709637161E-1,4.312302540E-1,8.833972451E-1
1.139899500E1,1.431041712E-1,8.383769962E-1,-1.030314481E-1,8.567206493E-1
1.140892400E1,5.287198573E-1,1.052841903E0,-5.417801982E-1,1.296744594E0
1.141885400E1,9.440791601E-1,1.321921850E0,-7.909294724E-1,1.806746321E0
1.142878300E1,1.118189362E0,1.556306905E0,-8.137941322E-1,2.081994121E0
1.143871300E1,1.478749144E0,1.902778991E0,-3.555465259E-1,2.435914664E0
1.144864200E1,1.791918998E0,2.736512128E0,4.785864151E-1,3.305830800E0
1.145857200E1,1.510184360E0,3.993145722E0,1.205550272E0,4.436126804E0
1.146850100E1,9.180409241E-1,5.418947452E0,1.448893846E0,5.683932090E0
1.147843100E1,1.063398027E-1,6.857878227E0,1.387033374E0,6.997546963E0
1.148836000E1,-5.350559002E-1,8.440708979E0,1.487281840E0,8.587424535E0
1.149828900E1,-9.446556956E-1,9.772280781E0,1.821597564E0,9.985392518E0
1.150821900E1,-4.546753961E-1,1.086344607E1,2.423856245E0,1.113985050E1
1.151814800E1,1.135116466E0,1.203293597E1,3.015715506E0,1.245690883E1
1.152807800E1,2.844827120E0,1.309263038E1,3.778129277E0,1.392064195E1
1.153800700E1,4.339668387E0,1.410523832E1,4.540412655E0,1.544039562E1
1.154793700E1,5.553964924E0,1.487273683E1,4.904753247E0,1.661630018E1
1.155786600E1,5.847764706E0,1.465343350E1,4.458637590E0,1.639508812E1
1.156779500E1,4.940227135E0,1.336371899E1,3.185808671E0,1.459945911E1
1.157772500E1,3.102495203E0,1.195332847E1,1.426367301E0,1.243149475E1
1.158765400E1,1.341786888E0,1.055810797E1,-9.156289476E-1,1.068234115E1
1.159758400E1,3.180744982E-1,7.925346501E0,-3.301616870E0,8.591447055E0
1.160751300E1,-1.038978301E0,4.555071625E0,-5.199606698E0,6.990283487E0
1.161744300E1,-2.607305619E0,3.845281041E-1,-7.033929704E0,7.511462676E0
1.162737200E1,-4.515794708E0,-5.018511997E0,-7.880746863E0,1.037709187E1
1.163730200E1,-6.204342535E0,-1.046629616E1,-6.931278909E0,1.400285146E1
1.164723100E1,-7.207288538E0,-1.505716620E1,-4.027634647E0,1.717221892E1
1.165716000E1,-6.149930685E0,-1.718994161E1,-7.197980940E-1,1.827112064E1
1.166709000E1,-2.555941338E0,-1.640964823E1,2.626030158E0,1.681384624E1
1.167701900E1,8.819583410E-1,-1.531031087E1,6.815394112E0,1.678192678E1
1.168694900E1,-3.510585247E0,-1.628853719E1,2.902414008E0,1.691344612E1
1.169687800E1,-7.161577345E0,-1.784065485E1,2.147307722E-1,1.922558881E1
1.170680800E1,-8.294484733E0,-1.850528447E1,-1.098767835E0,2.030889758E1
1.171673700E1,-8.044780558E0,-1.800897164E1,-1.284818636E0,1.976593819E1
1.172666600E1,-7.961326173E0,-1.695311885E1,-4.813188189E-1,1.873559770E1
1.173659600E1,-8.447211083E0,-1.564843664E1,7.260873592E-1,1.779764443E1
1.174652500E1,-8.329792560E0,-1.416022670E1,1.951108274E0,1.654401064E1
1.175645500E1,-6.847248573E0,-1.250924314E1,2.942276816E0,1.456100855E1
1.176638400E1,-4.281018475E0,-1.119097668E1,3.397129383E0,1.245413852E1
1.177631400E1,-1.526008095E0,-1.064149512E1,3.137263917E0,1.119877421E1
1.178624300E1,1.106201985E0,-1.018263955E1,2.362751087E0,1.051153764E1
1.179617300E1,2.720311248E0,-9.541459605E0,1.020154359E0,9.973979125E0
1.180610200E1,3.424215440E0,-8.607972676E0,-7.618477607E-1,9.295313710E0
1.181603100E1,3.618335398E0,-7.942403414E0,-2.419173210E0,9.056849455E0
1.182596100E1,3.089084029E0,-7.908042251E0,-3.672294674E0,9.250152461E0
1.183589000E1,2.296861737E0,-7.913215867E0,-4.062070069E0,9.186673634E0
1.184582000E1,1.234006916E0,-7.649251503E0,-3.425053346E0,8.471411455E0
1.185574900E1,3.313009000E-1,-6.839034405E0,-2.213227258E0,7.195868729E0
1.186567900E1,1.336328512E-1,-4.899552442E0,-6.905392116E-1,4.949779416E0
1.187560800E1,-3.987274826E-2,-2.763872420E0,6.821268225E-1,2.847082294E0
1.188553700E1,-3.966517210E-2,-9.371611731E-1,1.844649773E0,2.069438855E0
1.189546700E1,1.063238398E0,9.603202401E-1,3.191278156E0,3.498134807E0
1.190539600E1,2.853504973E0,2.391491321E0,3.224508467E0,4.925360517E0
1.191532600E1,3.893822871E0,3.234703088E0,1.874833100E0,5.398162629E0
1.192525500E1,4.142001507E0,3.418101591E0,-4.263095297E-2,5.370420130E0
1.193518500E1,4.396449528E0,3.335137203E0,-2.082310438E0,5.898128973E0
1.194511400E1,5.227439445E0,3.484271900E0,-4.150109257E0,7.529254987E0
1.195504400E1,5.549533319E0,3.829329544E0,-5.568306389E0,8.744548065E0
1.196497300E1,5.130613062E0,4.411286838E0,-5.772885847E0,8.894315767E0
1.197490200E1,4.546896048E0,5.761629957E0,-4.906697447E0,8.828721497E0
1.198483200E1,3.909603336E0,7.193181546E0,-3.385389928E0,8.859329769E0
1.199476100E1,2.992815471E0,7.881519281E0,-1.746192017E0,8.609557316E0
1.200469100E1,1.772995069E0,8.003764679E0,-5.659943953E-2,8.197985366E0
1.201462000E1,5.455212468E-1,8.262917955E0,1.385502280E0,8.396012335E0
1.202455000E1,-6.277728599E-1,8.730863607E0,2.405758381E0,9.077981685E0
1.203447900E1,-1.604046205E0,9.046070631E0,2.779982668E0,9.598576025E0
1.204440800E1,-2.253572461E0,8.885984391E0,2.201040491E0,9.427825130E0
1.205433800E1,-2.663357028E0,8.249131390E0,9.473084311E-1,8.720036274E0
1.206426700E1,-3.081487327E0,7.326634887E0,-3.153586127E-1,7.954532920E0
1.207419700E1,-3.112170006E0,6.410062199E0,-1.074946863E0,7.206248005E0
1.208412550E1,-2.771484325E0,5.485143780E0,-1.139687673E0,6.250345242E0
1.209405550E1,-2.245759411E0,4.500006641E0,-7.018057729E-1,5.077994333E0
1.210398450E1,-1.790251372E0,3.415955371E0,1.793832207E-1,3.860819785E0
1.211391450E1,-1.074731101E0,2.355131726E0,1.844033038E0,3.178387993E0
1.212384350E1,-7.662179697E-1,1.818811220E0,3.405333027E0,3.935918857E0
1.213377250E1,-6.769432658E-1,1.497808582E0,3.701102736E0,4.049672110E0
1.214370250E1,-6.105475473E-1,1.032798525E0,3.438303722E0,3.641616891E0
1.215363150E1,-1.188069436E0,6.981218809E-1,2.405652108E0,2.772371766E0
1.216356150E1,-1.576263744E0,5.307891870E-1,1.236877314E0,2.072730094E0
1.217349050E1,-1.756167952E0,3.232808590E-1,3.362575847E-1,1.817059590E0
1.218342050E1,-1.766429231E0,1.090461865E-2,-3.154356498E-1,1.794405413E0
1.219334950E1,-1.630094966E0,-2.001532616E-1,-6.868564890E-1,1.780180542E0
1.220327850E1,-1.482870846E0,-2.853686821E-1,-9.129380590E-1,1.764595458E0
1.221320850E1,-1.198497360E0,-3.667768344E-1,-9.826965111E-1,1.592674983E0
1.222313750E1,-8.161216164E-1,-4.937824515E-1,-9.333179444E-1,1.334525379E0
1.223306750E1,-2.769364125E-1,-7.271060903E-1,-7.425433244E-1,1.075522028E0
1.224299650E1,4.302281874E-1,-9.882931736E-1,-4.798640317E-1,1.179868289E0
1.225292650E1,1.145026912E0,-1.227886343E0,-1.632010514E-1,1.686839081E0
1.226285550E1,1.608240997E0,-1.432050941E0,1.489687823E-1,2.158564500E0
1.227278550E1,1.803996422E0,-1.472595388E0,3.925589624E-1,2.361576339E0
1.228271450E1,1.700284942E0,-1.388789000E0,4.877846700E-1,2.248919220E0
1.229264350E1,1.191388316E0,-1.282775034E0,3.624045789E-1,1.787807312E0
1.230257350E1,8.547418910E-1,-9.874972214E-1,2.705230401E-1,1.333760540E0
1.231250250E1,6.015896130E-1,-5.630816048E-1,1.407411651E-1,8.359300400E-1
1.232243250E1,3.289532429E-1,-1.437131587E-1,-2.223620099E-1,4.222659961E-1
1.233236150E1,3.236498183E-1,1.240179822E-2,-6.521304600E-1,7.281326434E-1
1.234229150E1,4.961409259E-1,-1.251890333E-1,-8.169174224E-1,9.639409668E-1
1.235222050E1,7.806266785E-1,-2.971484828E-1,-6.509383589E-1,1.058959857E0
1.236215050E1,9.301540160E-1,-4.307436195E-1,-3.833919901E-1,1.094402110E0
1.237207950E1,9.174942094E-1,-4.956167230E-1,-9.869383737E-2,1.047459801E0
1.238200850E1,8.113397634E-1,-4.119525687E-1,1.572475626E-1,9.234196914E-1
1.239193850E1,5.922381610E-1,-4.050312196E-1,3.990112187E-1,8.209788553E-1
1.240186750E1,3.122769839E-1,-3.361175439E-1,6.093804431E-1,7.627820412E-1
1.241179750E1,8.349356174E-2,-1.554808263E-1,6.444504346E-1,6.681779889E-1
1.242172650E1,-1.876307184E-1,-3.816170678E-2,5.312413229E-1,5.646936740E-1
1.243165650E1,-5.051585019E-1,8.042962074E-2,3.827932352E-1,6.388933376E-1
1.244158550E1,-6.982645530E-1,3.011434467E-1,9.042148903E-2,7.657916212E-1
1.245151450E1,-7.165639991E-1,5.387020777E-1,-2.473348832E-1,9.299669014E-1
1.246144450E1,-6.212654936E-1,5.870728768E-1,-5.422095300E-1,1.012233447E0
1.247137350E1,-3.869529444E-1,4.255349198E-1,-6.955175310E-1,9.025282185E-1
1.248130350E1,-1.609042650E-1,2.199237210E-1,-7.263621783E-1,7.757954883E-1
1.249123250E1,4.906398654E-2,1.372642645E-1,-4.815405746E-1,5.031203415E-1
1.250116250E1,1.130372036E-1,9.901324153E-2,-8.231958702E-2,1.713404383E-1
1.251109150E1,-7.711015642E-2,2.636056378E-2,3.392757712E-1,3.489253566E-1
1.252102150E1,-2.065955776E-1,5.888394669E-2,7.938682830E-1,8.224207577E-1
1.253095050E1,-2.022224450E-1,7.927172586E-2,1.080649068E0,1.102261462E0
1.254087950E1,-1.093926340E-1,3.242485732E-2,1.118325456E0,1.124130751E0
1.255080950E1,-5.648761153E-2,3.767156392E-2,9.553982002E-1,9.578077666E-1
1.256073850E1,-1.035231990E-1,1.344342121E-1,5.937484968E-1,6.175167103E-1
1.257066850E1,-2.372753334E-1,1.944444788E-1,2.018458843E-3,3.067773025E-1
1.258059750E1,-5.262587643E-1,2.001038526E-1,-5.647096159E-1,7.974250993E-1
1.259052750E1,-7.295378011E-1,2.816175471E-1,-9.292618771E-1,1.214521092E0
1.260045650E1,-6.868730074E-1,2.848434560E-1,-1.040790499E0,1.279130637E0
1.261038550E1,-4.785267735E-1,1.472213419E-1,-8.739244129E-1,1.007177182E0
1.262031550E1,-1.633179957E-1,3.739367500E-2,-6.170274317E-1,6.393699290E-1
1.263024450E1,1.328931785E-1,-1.898390655E-1,-2.060102713E-1,3.100640249E-1
1.264017450E1,3.937520868E-1,-3.832360156E-1,1.742832792E-1,5.764418539E-1
1.265010350E1,5.293548650E-1,-4.592081577E-1,5.332754230E-1,8.806085293E-1
1.266003350E1,4.643554616E-1,-4.956567764E-1,7.816945262E-1,1.035542354E0
1.266996250E1,3.148304629E-1,-4.425808690E-1,8.285780860E-1,9.907258403E-1
1.267989150E1,9.714447141E-2,-3.150558731E-1,7.003713048E-1,7.740912194E-1
1.268982150E1,-1.133120227E-1,-1.727435611E-1,3.245735322E-1,3.847439801E-1
1.269975050E1,-4.105289179E-1,-6.429788366E-2,-1.385165919E-1,4.380126214E-1
1.270968050E1,-6.855462742E-1,1.272240105E-1,-6.369918725E-1,9.444142568E-1
1.271960950E1,-7.175398993E-1,3.570621242E-1,-1.066870250E0,1.334379631E0
1.272953950E1,-7.134135193E-1,2.879078355E-1,-1.137250115E0,1.373021338E0
1.273946850E1,-4.607804739E-1,1.173265748E-1,-7.415583609E-1,8.809046333E-1
1.274939850E1,-7.174475133E-2,3.266327754E-2,-1.382311016E-1,1.591289933E-1
1.275932750E1,2.248874223E-1,-4.843921155E-2,4.500340225E-1,5.054219340E-1
1.276925650E1,4.006781137E-1,-1.645342165E-1,8.296263456E-1,9.358922655E-1
1.277918650E1,5.501966804E-1,-2.239423661E-1,1.002481589E0,1.165262162E0
1.278911550E1,7.444072706E-1,-2.830262876E-1,9.986820678E-1,1.277345661E0
1.279904550E1,9.295979458E-1,-3.288861461E-1,7.890348284E-1,1.262891285E0
1.280897450E1,1.030811495E0,-2.990210536E-1,4.764894573E-1,1.174320285E0
1.281890450E1,1.086804432E0,-1.741569793E-1,4.133864522E-2,1.101446054E0
1.282883350E1,1.126319330E0,-5.341826186E-2,-4.529722483E-1,1.215167726E0
1.283876350E1,1.189806644E0,5.270972550E-2,-8.236079527E-1,1.448015271E0
1.284869250E1,1.410531433E0,5.451534569E-2,-9.558830805E-1,1.704782482E0
1.285862150E1,1.658125933E0,2.856657207E-3,-9.290794440E-1,1.900678401E0
