"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.030465988E1,2.626668674E-1,3.119971946E-2,-5.336293258E-1,5.955900965E-1
3.031458888E1,2.602660006E-1,1.311407679E-1,-6.969385506E-1,7.554201715E-1
3.032451888E1,3.188855070E-1,7.411594346E-2,-6.717031373E-1,7.472390811E-1
3.033444788E1,4.277665097E-1,-7.819306076E-2,-4.687340029E-1,6.393824419E-1
3.034437788E1,5.767886478E-1,-2.187662646E-1,-1.318459421E-1,6.308146916E-1
3.035430688E1,6.450239003E-1,-3.443597791E-1,2.266871953E-1,7.655237252E-1
3.036423688E1,7.283057928E-1,-5.162823911E-1,4.943450998E-1,1.020467497E0
3.037416588E1,7.413070768E-1,-5.601164818E-1,7.056221044E-1,1.166691566E0
3.038409588E1,6.859824765E-1,-5.557183523E-1,7.472015087E-1,1.156591950E0
3.039402488E1,5.069266999E-1,-5.331619871E-1,6.418365830E-1,9.763147970E-1
3.040395488E1,3.215962762E-1,-4.753859416E-1,4.797546887E-1,7.480511477E-1
3.041388388E1,1.028805900E-1,-4.581860644E-1,2.146742369E-1,5.163370153E-1
3.042381288E1,-4.602811217E-2,-3.241658351E-1,-1.578909025E-2,3.277977595E-1
3.043374288E1,-1.592500877E-1,-1.360037510E-1,-2.662151040E-1,3.387153559E-1
3.044367188E1,-3.386110890E-1,4.756329864E-2,-6.461781406E-1,7.310717656E-1
3.045360188E1,-4.899376148E-1,1.937990923E-1,-9.381967150E-1,1.076015813E0
3.046353088E1,-7.661366934E-1,2.181195626E-1,-9.437055230E-1,1.234958174E0
3.047346088E1,-8.337644202E-1,3.078531267E-1,-5.376832004E-1,1.038768444E0
3.048338988E1,-7.263867366E-1,2.682168252E-1,-2.315029621E-2,7.746701832E-1
3.049331988E1,-5.974351662E-1,2.382354462E-1,4.754616630E-1,7.998429213E-1
3.050324888E1,-5.369919133E-1,2.453946309E-1,6.474966878E-1,8.762595509E-1
3.051317888E1,-6.620463145E-1,2.049821846E-1,5.131007749E-1,8.623197920E-1
3.052310788E1,-7.480997872E-1,2.576816044E-1,2.267491758E-1,8.230846188E-1
3.053303688E1,-7.508976799E-1,3.704719093E-1,-9.880522683E-2,8.431246848E-1
3.054296688E1,-7.530775219E-1,4.391078422E-1,-2.957995301E-1,9.205643992E-1
3.055289588E1,-7.649046850E-1,4.452405482E-1,-3.566487260E-1,9.542099542E-1
3.056282588E1,-6.786740416E-1,4.732145780E-1,-3.249601793E-1,8.888923499E-1
3.057275488E1,-4.771111625E-1,4.771531894E-1,-2.243547410E-1,7.110873908E-1
3.058268488E1,-2.703384143E-1,3.696179965E-1,-7.296681941E-2,4.637073197E-1
3.059261388E1,-7.854798675E-2,2.063505793E-1,6.135439530E-2,2.291608815E-1
3.060254388E1,1.175179249E-1,1.314375141E-1,1.840664019E-1,2.548857059E-1
3.061247288E1,2.727135533E-1,7.856216624E-2,3.113098544E-1,4.212582599E-1
3.062240288E1,4.633205044E-1,-4.389621735E-2,3.973392074E-1,6.119405310E-1
3.063233188E1,6.066977406E-1,-2.129943319E-1,4.257748018E-1,7.711892865E-1
3.064226087E1,6.566171747E-1,-1.593610387E-1,4.217782299E-1,7.965167481E-1
3.065219088E1,5.348588490E-1,-1.073743214E-1,3.141780598E-1,6.295324349E-1
3.066211987E1,2.752015436E-1,-1.469050075E-1,1.051381999E-1,3.291975272E-1
3.067204988E1,1.190189052E-1,-6.718041480E-2,-8.730886996E-2,1.621775160E-1
3.068197887E1,6.387089074E-2,4.802055091E-2,-1.724123164E-1,1.900301840E-1
3.069190888E1,5.165956557E-2,3.243114308E-2,-1.897586663E-1,1.993209502E-1
3.070183787E1,2.414841592E-2,-1.004132111E-1,-2.850710589E-1,3.032020243E-1
3.071176788E1,-6.003160894E-2,-2.372775261E-1,-3.478064203E-1,4.252925164E-1
3.072169687E1,-8.126109481E-2,-1.750774772E-1,-1.478937717E-1,2.431626128E-1
3.073162688E1,-7.044842362E-2,-8.106638253E-2,1.257373559E-1,1.653620919E-1
3.074155587E1,7.691193581E-2,-9.270526528E-2,3.849626984E-1,4.033683072E-1
3.075148487E1,4.292300677E-1,-1.903122514E-1,4.563598327E-1,6.547682804E-1
3.076141487E1,5.799075526E-1,-3.903052993E-1,3.450458036E-1,7.795432014E-1
3.077134387E1,6.355449790E-1,-3.786032666E-1,2.488643686E-1,7.805070966E-1
3.078127387E1,5.787527275E-1,-1.565342022E-1,1.558512475E-1,6.194733952E-1
3.079120287E1,3.785347080E-1,1.916556492E-2,1.344456142E-1,4.021585101E-1
3.080113287E1,3.347735614E-1,1.139169171E-1,1.289534707E-1,3.764032399E-1
3.081106187E1,3.992274195E-1,9.375396341E-2,2.787367702E-2,4.110344025E-1
3.082099187E1,3.863863492E-1,-2.745691672E-2,-2.001304574E-1,4.360051526E-1
3.083092087E1,3.169109023E-1,-3.734251186E-2,-4.694070174E-1,5.676001507E-1
3.084085087E1,1.796334815E-1,9.859238818E-2,-7.776125850E-1,8.041579316E-1
3.085077987E1,-6.271957397E-2,1.650283062E-1,-9.648946631E-1,9.809127370E-1
3.086070987E1,-3.103421402E-1,1.263269015E-1,-7.980176134E-1,8.655072740E-1
3.087063887E1,-3.742019212E-1,9.707445100E-2,-3.991188075E-1,5.556494843E-1
3.088056787E1,-3.448921680E-1,4.652790293E-2,3.016446993E-2,3.493212684E-1
3.089049787E1,-3.382327741E-1,-1.088750093E-1,3.532933013E-1,5.010701886E-1
3.090042687E1,-2.931934261E-1,-2.077144423E-1,5.872883467E-1,6.884876737E-1
3.091035687E1,-2.791332114E-1,-2.234152396E-1,6.823589569E-1,7.703528186E-1
3.092028587E1,-3.266868621E-1,-2.129124708E-1,6.888603298E-1,7.915709571E-1
3.093021587E1,-3.941204613E-1,-1.324802189E-1,5.907528220E-1,7.224062868E-1
3.094014487E1,-4.915128547E-1,1.147092149E-2,3.034352629E-1,5.777451230E-1
3.095007487E1,-5.722804445E-1,1.456273909E-1,-2.390648738E-2,5.910023386E-1
3.096000387E1,-5.067641473E-1,2.548114255E-1,-2.223177172E-1,6.092322471E-1
3.096993387E1,-4.596151239E-1,3.453959057E-1,-3.239532888E-1,6.599167577E-1
3.097986287E1,-3.621432084E-1,3.910002409E-1,-2.987197758E-1,6.109520409E-1
3.098979187E1,-2.126117778E-1,3.129244168E-1,-2.585429724E-1,4.582247563E-1
3.099972187E1,-2.450275719E-2,2.296483715E-1,-1.249697627E-1,2.625951280E-1
3.100965087E1,1.800971657E-1,1.528273599E-1,3.690981790E-2,2.390680357E-1
3.101958087E1,2.764499241E-1,4.105739415E-2,1.349619234E-1,3.103626764E-1
3.102950987E1,3.303811330E-1,-3.680822253E-2,1.528415394E-1,3.658784968E-1
3.103943987E1,3.129827428E-1,-7.277035296E-2,1.451939660E-1,3.526116977E-1
3.104936887E1,2.869585401E-1,-8.259455234E-2,1.247105849E-1,3.236043785E-1
3.105929887E1,2.326694816E-1,-7.443870977E-2,1.338801885E-1,2.785679703E-1
3.106922787E1,1.766706973E-1,-6.022222817E-2,1.155614465E-1,2.195306357E-1
3.107915787E1,1.465856034E-1,-1.796527773E-2,2.386234090E-2,1.495977995E-1
3.108908687E1,2.215200108E-1,5.382493570E-2,-1.552866988E-1,2.758300160E-1
3.109901587E1,2.675832063E-1,6.858564690E-2,-3.182994698E-1,4.214490666E-1
3.110894587E1,3.051176530E-1,3.423252404E-3,-3.473281181E-1,4.623259915E-1
3.111887487E1,3.135797435E-1,-7.351192608E-2,-2.564514233E-1,4.117081385E-1
3.112880487E1,4.027398419E-1,-5.399640530E-2,-9.537525013E-2,4.173864282E-1
3.113873387E1,4.352369124E-1,-5.783174023E-2,8.755854607E-2,4.477076938E-1
3.114866387E1,3.886480522E-1,-1.473792167E-1,1.966522412E-1,4.598261041E-1
3.115859287E1,2.231420285E-1,-2.114608996E-1,2.562450166E-1,4.002119257E-1
3.116852287E1,1.795329094E-2,-1.997749467E-1,2.949623550E-1,3.567003517E-1
3.117845187E1,-5.825054705E-2,-1.966814773E-1,3.306970288E-1,3.891493988E-1
3.118838187E1,-1.112058556E-1,-1.790471520E-1,3.423802042E-1,4.020557538E-1
3.119831087E1,-2.099144572E-1,-1.761688600E-1,3.406943057E-1,4.372323828E-1
3.120824087E1,-2.873631674E-1,-1.173976184E-1,3.161028171E-1,4.430358696E-1
3.121816987E1,-3.809367442E-1,-9.866445512E-3,2.553420603E-1,4.587043902E-1
3.122809887E1,-3.832428861E-1,7.247389913E-2,1.223926024E-1,4.087878727E-1
3.123802887E1,-3.714788729E-1,7.727534026E-2,2.545994639E-2,3.802844200E-1
3.124795787E1,-3.058152258E-1,1.176820855E-1,5.258547217E-3,3.277189008E-1
3.125788787E1,-2.579522574E-1,1.728108041E-1,-3.695557237E-2,3.126797970E-1
3.126781687E1,-2.420408142E-1,1.512731700E-1,-6.814885989E-2,2.934477718E-1
3.127774687E1,-1.381393003E-1,1.183093455E-1,-9.961316586E-3,1.821504745E-1
3.128767587E1,-1.227330565E-3,1.170385994E-1,7.202497914E-2,1.374304832E-1
3.129760587E1,7.990512550E-2,6.336525276E-2,9.321879700E-2,1.381655835E-1
3.130753487E1,9.399223745E-2,4.119728878E-2,1.922169819E-2,1.044089603E-1
3.131746487E1,9.767305970E-2,9.461350411E-2,-8.770238757E-3,1.362668663E-1
3.132739387E1,6.477136195E-2,6.978637263E-2,-1.961638525E-2,9.721249767E-2
3.133732387E1,5.489950776E-2,6.898881242E-2,9.886925384E-2,1.324709083E-1
3.134725287E1,4.638537705E-2,1.332387489E-1,1.972574280E-1,2.425173403E-1
3.135718187E1,-9.001788497E-3,1.458352594E-1,1.640335487E-1,2.196723928E-1
3.136711187E1,-8.763806820E-2,1.297305657E-1,7.250722826E-2,1.725333267E-1
3.137704087E1,-1.519597793E-1,1.678738537E-1,-1.003148317E-2,2.266584125E-1
3.138697087E1,-2.585685539E-1,1.735450682E-1,-1.176214206E-1,3.328819406E-1
3.139689987E1,-2.724802494E-1,1.477198170E-1,-1.464468782E-1,3.428021569E-1
3.140682987E1,-3.006486261E-1,7.695359722E-2,-2.819644332E-2,3.116191456E-1
3.141675887E1,-2.803517711E-1,4.499081612E-2,2.487798764E-1,3.775085641E-1
3.142668887E1,-2.633416361E-1,6.155597806E-2,4.601173997E-1,5.337096376E-1
3.143661787E1,-2.567828143E-1,7.807173103E-2,5.678061551E-1,6.280417491E-1
3.144654787E1,-1.796668106E-1,8.772972330E-2,5.110511796E-1,5.487713325E-1
3.145647687E1,-9.474769771E-2,9.563296616E-2,2.794846290E-1,3.102167763E-1
3.146640587E1,-2.899107993E-2,5.830799595E-2,-1.177585378E-2,6.617383047E-2
3.147633587E1,-1.578631282E-2,6.631049529E-2,-2.451949485E-1,2.544933245E-1
3.148626487E1,-1.109509170E-1,1.141087058E-1,-3.831662875E-1,4.149063830E-1
3.149619487E1,-2.250043666E-1,1.246281391E-1,-3.915938795E-1,4.685135051E-1
3.150612387E1,-3.195819104E-1,1.554900357E-1,-3.411401559E-1,4.926320682E-1
3.151605387E1,-3.281205994E-1,1.192789601E-1,-2.330951589E-1,4.197903658E-1
3.152598287E1,-2.213954651E-1,2.459178105E-2,-7.799600959E-2,2.360171290E-1
3.153591287E1,-1.954899609E-2,-1.020920929E-1,7.502562404E-2,1.281943952E-1
3.154584187E1,2.296838933E-1,-2.157733673E-1,2.263426481E-1,3.879997825E-1
3.155577187E1,3.664876896E-1,-2.343303832E-1,2.979751329E-1,5.272695089E-1
3.156570087E1,2.906592429E-1,-2.886211959E-1,2.527447271E-1,4.813157875E-1
3.157562988E1,1.100545388E-1,-2.179327440E-1,1.684085816E-1,2.965942225E-1
3.158555987E1,2.520266891E-2,-9.847398207E-2,5.419301793E-2,1.151919392E-1
3.159548888E1,-7.365620613E-2,-2.568696454E-2,-8.089959070E-2,1.123823857E-1
3.160541887E1,-1.365102661E-1,6.470178008E-2,-2.451293135E-1,2.879405380E-1
3.161534788E1,-1.355782199E-1,1.579021583E-1,-4.215766472E-1,4.701504172E-1
3.162527787E1,-1.402612549E-1,7.573766872E-2,-4.441663416E-1,4.719037540E-1
3.163520688E1,-7.634300172E-2,4.697799236E-3,-2.728433615E-1,2.833616473E-1
3.164513687E1,3.878516614E-2,-2.525821745E-2,1.328048855E-3,4.630367562E-2
3.165506588E1,7.534780562E-2,-1.415828718E-1,2.268456548E-1,2.778164008E-1
3.166499587E1,7.844039798E-3,-2.476629120E-1,4.039689267E-1,4.739085784E-1
3.167492488E1,-5.058309317E-2,-2.100085974E-1,5.727448596E-1,6.121265674E-1
3.168485487E1,-1.500494939E-1,-7.764678463E-2,6.683985834E-1,6.894204378E-1
3.169478388E1,-1.660568315E-1,3.983927295E-2,4.964514130E-1,5.250009947E-1
3.170471288E1,-5.680862367E-2,1.369220562E-1,7.471806049E-2,1.660049932E-1
3.171464288E1,1.167308897E-1,1.104328537E-1,-4.024381256E-1,4.333335444E-1
3.172457188E1,2.498445082E-1,8.700671509E-2,-6.150453718E-1,6.695321173E-1
3.173450188E1,2.202108192E-1,4.261275351E-2,-4.610658181E-1,5.127283299E-1
3.174443088E1,1.023087323E-1,4.119261101E-2,-1.992978139E-1,2.277795569E-1
3.175436088E1,-2.396715224E-2,-4.370267451E-2,1.249006194E-1,1.344786707E-1
3.176428988E1,3.659655333E-2,-1.080828577E-1,4.453178045E-1,4.597055132E-1
3.177421988E1,2.372735792E-1,-1.018513338E-1,5.973250924E-1,6.507455045E-1
3.178414888E1,3.206583828E-1,-1.316447979E-1,4.060745090E-1,5.338994832E-1
3.179407888E1,1.979808748E-1,-2.034067985E-1,7.635118783E-2,2.939392052E-1
3.180400788E1,8.379293919E-2,-1.791187803E-1,-1.535749264E-1,2.503798158E-1
3.181393688E1,-9.676381767E-2,-9.177102640E-2,-1.732496376E-1,2.186334710E-1
3.182386688E1,-2.390406078E-1,-4.218473732E-3,-1.893854678E-2,2.398267630E-1
3.183379588E1,-2.363216525E-1,-4.127988070E-3,8.327750713E-3,2.365043661E-1
3.184372588E1,-1.902526098E-1,-4.060452729E-2,1.709901273E-2,1.952873765E-1
3.185365488E1,-6.426265419E-2,-7.901459455E-2,-2.946178079E-2,1.060235417E-1
3.186358488E1,8.662416101E-2,-1.264555402E-1,-5.970080271E-2,1.644960023E-1
3.187351388E1,2.873818785E-1,-1.439037779E-1,-1.784818724E-2,3.218931487E-1
3.188344388E1,5.470643270E-1,-1.653097035E-1,5.610841960E-3,5.715226658E-1
3.189337288E1,8.032460475E-1,-1.945153762E-1,-3.932325616E-2,8.273975845E-1
3.190330288E1,1.109265341E0,-1.860635184E-1,-8.379483953E-2,1.127878896E0
3.191323188E1,1.419912706E0,-2.233836646E-1,-2.301126404E-1,1.455679972E0
3.192316088E1,1.567713946E0,-3.159990290E-1,-4.395085958E-1,1.658538576E0
3.193309088E1,1.692939085E0,-2.576334380E-1,-6.648192103E-1,1.836954631E0
3.194301988E1,1.902353606E0,-2.220627786E-1,-7.180374974E-1,2.045443464E0
3.195294988E1,2.566367508E0,-1.355160932E-1,-8.833833075E-1,2.717530656E0
3.196287888E1,3.310491773E0,-7.489099190E-2,-9.197143972E-1,3.436690125E0
3.197280888E1,4.230646466E0,1.335397343E-1,-9.147230677E-1,4.330464256E0
3.198273788E1,5.189108607E0,3.069924165E-1,-1.193932293E0,5.333532301E0
3.199266788E1,6.486611023E0,9.460707217E-2,-1.371096641E0,6.630609253E0
3.200259688E1,8.138638895E0,-3.061476400E-1,-1.739917955E0,8.328174105E0
3.201252688E1,9.919679732E0,-7.949940182E-1,-2.419384148E0,1.024136129E1
3.202245588E1,1.132341846E1,-1.309455879E0,-3.087085451E0,1.180951213E1
3.203238588E1,1.227765832E1,-1.499373735E0,-3.342899382E0,1.281264968E1
3.204231488E1,1.309168664E1,-1.198905935E0,-3.061574634E0,1.349825447E1
3.205224488E1,1.360246665E1,-5.339841056E-1,-2.248902875E0,1.379745636E1
3.206217388E1,1.353909920E1,1.660626787E-1,-1.155679954E0,1.358934804E1
3.207210288E1,1.325275170E1,9.395244715E-1,-3.362792194E-1,1.329026777E1
3.208203288E1,1.264453719E1,1.037337280E0,-1.701680088E-1,1.268815773E1
3.209196188E1,1.161582134E1,2.006644544E-1,-4.110082434E-1,1.162482255E1
3.210189167E1,9.939225805E0,-1.003381329E0,-1.296625480E0,1.007354065E1
3.211182067E1,7.801598952E0,-3.022878345E0,-2.358175641E0,8.692740193E0
3.212175067E1,5.315877412E0,-4.780651942E0,-3.193151604E0,7.830032108E0
3.213167967E1,2.899244233E0,-5.514765190E0,-3.458573679E0,7.126007586E0
3.214160967E1,1.520459087E0,-5.774886764E0,-4.020712713E0,7.199114091E0
3.215153867E1,2.439733189E-1,-7.675913637E0,-3.849843915E0,8.590720069E0
3.216146767E1,-4.957296912E0,-8.014642839E0,-1.132940717E0,9.491725196E0
3.217139767E1,-1.540311086E1,-5.694515616E0,3.133078480E0,1.671823894E1
3.218132667E1,-3.076009889E1,-4.782329216E0,8.273581522E0,3.221034783E1
3.219125667E1,-4.523365332E1,-4.546633508E0,1.410292399E1,4.759882072E1
3.220118567E1,-5.358641024E1,-3.210565197E0,1.800443420E1,5.662129230E1
3.221111567E1,-4.848700669E1,-1.154878228E0,1.805256848E1,5.175151002E1
3.222104467E1,-3.326510221E1,6.461565059E-1,1.376448481E1,3.600618815E1
3.223097467E1,-2.045546421E1,-7.395121278E-1,7.405003949E0,2.176710770E1
3.224090367E1,-1.115834454E1,-8.318082342E-1,1.578265831E0,1.130006552E1
3.225083367E1,-5.434325044E0,8.752227871E-1,-2.206601193E0,5.930176425E0
3.226076267E1,-3.306347267E0,1.729604928E0,-4.441383626E0,5.800806321E0
3.227069267E1,-2.432835229E0,1.724508787E0,-5.733656293E0,6.462772802E0
3.228062167E1,-1.251813442E0,2.056733986E0,-5.890782087E0,6.363843585E0
3.229055067E1,-9.551765907E-1,1.945740092E0,-5.323365941E0,5.747737970E0
3.230048067E1,-1.415346031E0,1.100973332E0,-4.315624928E0,4.673324853E0
3.231040967E1,-1.377383568E0,4.898080259E-1,-3.120719805E0,3.446155756E0
3.232033967E1,-1.179481046E0,1.330115115E-1,-1.551993414E0,1.953855459E0
3.233026867E1,-1.385887173E0,-3.626616371E-1,-1.275554015E-1,1.438220116E0
3.234019867E1,-1.367629827E0,-4.568807466E-1,5.012268341E-1,1.526558122E0
3.235012767E1,-3.522918195E-1,-2.439828207E-1,1.039578810E0,1.124438191E0
3.236005767E1,8.652294570E-1,-3.082680597E-1,9.275578523E-1,1.305379171E0
3.236998667E1,2.049526269E0,-6.073426154E-1,5.929064977E-1,2.218323939E0
3.237991667E1,2.758273126E0,-8.569356202E-1,2.594304335E-1,2.899950593E0
3.238984567E1,3.265165912E0,-1.042536770E0,3.221450374E-2,3.427714854E0
3.239977567E1,3.728009284E0,-1.206682439E0,1.608194804E-1,3.921734136E0
3.240970467E1,3.743983292E0,-1.100652977E0,3.204356039E-1,3.915549367E0
3.241963367E1,3.850931205E0,-5.449186912E-1,4.759651083E-1,3.918309624E0
3.242956367E1,4.117342045E0,-5.262684122E-2,4.617113507E-1,4.143483132E0
3.243949267E1,4.382354230E0,-8.471840724E-2,4.878178529E-1,4.410234922E0
3.244942267E1,4.941022941E0,-2.650348435E-1,7.661447333E-1,5.007087869E0
3.245935167E1,6.096121683E0,-2.714422224E-1,5.730353200E-1,6.129008886E0
3.246928167E1,7.135235639E0,-3.023633221E-1,-2.681265588E-1,7.146670767E0
3.247921067E1,7.628812560E0,-6.382386450E-1,-1.178377676E0,7.745624804E0
3.248914067E1,7.789292902E0,-7.525572659E-1,-1.737833861E0,8.016201899E0
3.249906967E1,7.598660223E0,-4.615021665E-1,-1.872733365E0,7.839627013E0
3.250899967E1,7.003841686E0,-3.621174806E-1,-1.685346476E0,7.212857976E0
3.251892867E1,6.187617744E0,-3.791463268E-1,-1.360403107E0,6.346736318E0
3.252885767E1,5.335615273E0,-4.130712873E-1,-9.665191658E-1,5.438159388E0
3.253878767E1,4.500667377E0,-4.186869532E-1,-6.796575433E-1,4.570912379E0
3.254871667E1,3.577011956E0,-3.411480497E-1,-6.030766330E-1,3.643500782E0
3.255864667E1,2.665988860E0,-1.604024278E-1,-7.974684137E-1,2.787325136E0
3.256857567E1,2.154833454E0,-4.891575962E-2,-1.063274066E0,2.403383387E0
3.257850567E1,1.694209101E0,-2.889148723E-1,-1.204446902E0,2.098692121E0
3.258843467E1,1.390588920E0,-6.388075791E-1,-1.065164471E0,1.864507446E0
3.259836467E1,1.094025158E0,-7.385135695E-1,-6.126523988E-1,1.455210054E0
3.260829367E1,5.574980986E-1,-6.758308330E-1,5.597685724E-3,8.761180165E-1
3.261822367E1,-2.204716051E-1,-5.647207256E-1,5.272543989E-1,8.034391251E-1
3.262815267E1,-9.501824838E-1,-3.382722428E-1,7.461415547E-1,1.254592397E0
3.263808167E1,-1.211440172E0,7.569293752E-2,7.792245162E-1,1.442396464E0
3.264801167E1,-1.368562458E0,4.559044808E-1,3.486671305E-1,1.484042070E0
3.265794067E1,-1.239347178E0,4.876577854E-1,-3.508031183E-1,1.377263363E0
3.266787067E1,-6.048845190E-1,3.598002291E-1,-9.047923028E-1,1.146294289E0
3.267779967E1,1.355466449E-1,2.209519538E-1,-1.051604778E0,1.083081377E0
3.268772967E1,8.799153239E-1,2.569515064E-2,-8.238541205E-1,1.205672771E0
3.269765867E1,1.326148510E0,-2.467991321E-1,-5.185667521E-1,1.445161292E0
3.270758867E1,1.246127610E0,-3.495253555E-1,-1.939097509E-1,1.308664581E0
3.271751767E1,7.382659400E-1,-2.031859200E-1,2.280034035E-2,7.660554625E-1
3.272744767E1,-9.106687546E-2,-9.090096071E-2,3.488956104E-1,3.718659805E-1
3.273737667E1,-6.703745037E-1,1.073067860E-1,5.732643847E-1,8.885655724E-1
3.274730667E1,-1.063706176E0,4.580061163E-1,4.231622659E-1,1.233007191E0
3.275723567E1,-1.200435712E0,6.642032062E-1,-7.754285038E-2,1.374126884E0
3.276716567E1,-1.003155334E0,5.770367159E-1,-5.196287526E-1,1.268584265E0
3.277709467E1,-5.603480315E-1,3.499656509E-1,-9.082754892E-1,1.123134114E0
3.278702367E1,-4.691805840E-2,1.713739970E-1,-1.131034525E0,1.144905869E0
3.279695367E1,4.868853682E-1,1.709778482E-1,-9.656442761E-1,1.094878831E0
3.280688267E1,8.015626341E-1,5.914999500E-2,-6.287348731E-1,1.020445451E0
3.281681267E1,8.366675627E-1,-1.665466820E-1,-1.295580728E-1,8.628648226E-1
3.282674167E1,7.392359930E-1,-2.596428336E-1,4.072677796E-1,8.830352760E-1
3.283667167E1,5.681622505E-1,-2.035618959E-1,8.257133889E-1,1.022765070E0
3.284660067E1,1.896152633E-1,-1.349199696E-1,9.876309764E-1,1.014678418E0
3.285653067E1,-2.327870107E-1,-1.010363781E-1,9.374713679E-1,9.712109491E-1
3.286645967E1,-3.795158708E-1,5.425339043E-3,7.436781228E-1,8.349364531E-1
3.287638967E1,-5.149613589E-1,8.017263561E-2,4.343778102E-1,6.784518661E-1
3.288631867E1,-4.517412633E-1,1.373284377E-1,-6.149005070E-2,4.761410454E-1
3.289624767E1,-2.374104041E-1,1.208341733E-1,-4.520014644E-1,5.246617207E-1
3.290617767E1,-7.891460717E-2,2.579543039E-2,-5.893743409E-1,5.951932738E-1
3.291610667E1,8.059217334E-3,-9.232899696E-2,-5.488759406E-1,5.566456618E-1
3.292603667E1,2.524944663E-2,-5.709162891E-2,-2.781432778E-1,2.850625749E-1
3.293596567E1,4.589070261E-2,-1.434950575E-2,1.155887823E-1,1.251903810E-1
3.294589567E1,-5.899080455E-2,-8.360085815E-2,4.234044868E-1,4.355919856E-1
3.295582467E1,-2.534879082E-1,-1.151901484E-2,6.497946435E-1,6.975828883E-1
3.296575467E1,-3.795679110E-1,8.732363418E-2,7.874864857E-1,8.785398006E-1
3.297568367E1,-3.927405185E-1,9.986927390E-2,7.289447473E-1,8.340140474E-1
3.298561367E1,-3.154292178E-1,1.010010025E-1,4.669772069E-1,5.725072102E-1
3.299554267E1,-2.160815156E-1,1.593477362E-1,8.587498650E-2,2.818819535E-1
3.300547267E1,-9.089321315E-2,1.108434744E-1,-2.426499479E-1,2.818276942E-1
3.301540167E1,3.632231891E-2,3.907138735E-2,-3.611411418E-1,3.650600067E-1
3.302533067E1,-1.238849580E-2,1.145859848E-1,-5.063235596E-1,5.192754276E-1
3.303526067E1,-1.830967873E-1,1.235263775E-1,-5.349309160E-1,5.787350727E-1
3.304518967E1,-3.157648480E-1,3.706272259E-2,-2.517448533E-1,4.055324349E-1
3.305511967E1,-2.787689298E-1,1.012547716E-2,1.752129865E-1,3.294149847E-1
3.306504867E1,-3.079886359E-1,5.087077618E-3,5.339053144E-1,6.163909173E-1
3.307497867E1,-3.446764058E-1,-1.836800471E-2,6.650669861E-1,7.493018779E-1
3.308490767E1,-2.726135659E-1,-2.921605155E-2,6.166783530E-1,6.748806746E-1
3.309483767E1,-1.093394244E-1,-2.046203882E-2,3.855367488E-1,4.012634912E-1
3.310476692E1,3.410213113E-2,-2.255797327E-2,3.447532967E-2,5.348238833E-2
3.311469692E1,1.462008566E-1,-1.922447562E-2,-2.666371268E-1,3.046959604E-1
3.312462592E1,1.860402757E-1,-5.610154912E-2,-4.011448677E-1,4.457303814E-1
3.313455592E1,2.876689768E-1,-4.400190577E-2,-3.771702603E-1,4.763895603E-1
3.314448492E1,4.734432042E-1,-9.538445950E-2,-3.640138789E-1,6.047749719E-1
3.315441392E1,5.474174988E-1,-2.089059587E-1,-2.673826468E-1,6.440505395E-1
3.316434392E1,5.664881927E-1,-2.565727530E-1,-3.213161945E-2,6.227125268E-1
3.317427292E1,5.494646090E-1,-3.182290109E-1,2.545063470E-1,6.840720288E-1
3.318420292E1,4.629006743E-1,-2.394016734E-1,5.086375952E-1,7.282186476E-1
3.319413192E1,2.928010780E-1,-8.281528473E-2,5.695287448E-1,6.457196248E-1
3.320406192E1,5.259862840E-2,2.536756039E-2,5.064146300E-1,5.097704447E-1
3.321399092E1,-2.987371713E-1,1.873363110E-1,3.303877111E-1,4.832130282E-1
3.322392092E1,-5.607912505E-1,4.630189343E-1,6.093237251E-3,7.272623238E-1
3.323384992E1,-6.714883983E-1,5.825833847E-1,-3.014426780E-1,9.387053623E-1
3.324377992E1,-5.510778558E-1,6.456007281E-1,-5.445734131E-1,1.008487633E0
3.325370892E1,-2.573792303E-1,6.294822934E-1,-7.505607341E-1,1.012834360E0
3.326363892E1,1.485052443E-1,4.699892539E-1,-6.600670320E-1,8.237913529E-1
3.327356792E1,6.982873571E-1,3.944479054E-1,-5.095941997E-1,9.502003112E-1
3.328349692E1,1.047843849E0,4.088162684E-1,-3.802361016E-1,1.187302390E0
3.329342692E1,1.112952595E0,6.161626285E-1,-2.329168189E-1,1.293278821E0
3.330335592E1,1.128982737E0,9.987873177E-1,-3.037118362E-1,1.537666741E0
3.331328592E1,9.995897019E-1,1.346312341E0,-5.274245529E-1,1.757814879E0
3.332321492E1,1.010547969E0,1.871191016E0,-6.250492269E-1,2.216585110E0
3.333314492E1,1.234348394E0,2.722268896E0,-4.530358368E-1,3.023178024E0
3.334307392E1,1.436387821E0,3.544975354E0,-1.482824653E-1,3.827799357E0
3.335300392E1,1.491971453E0,4.192110391E0,2.177403706E-1,4.455017308E0
3.336293292E1,1.198643541E0,4.762734320E0,6.843873560E-1,4.958706544E0
3.337286292E1,9.068780047E-1,5.538276844E0,1.340836716E0,5.769989707E0
3.338279192E1,6.480533427E-1,6.913974659E0,2.069028488E0,7.245957329E0
3.339272092E1,6.198504674E-1,8.752018833E0,2.587571266E0,9.147544661E0
